Prestatario,Población,Ciudad,Edad,Sexo,País de Origen,Propiedades,Fuentes de reembolso,Ingresos netos,Deudas pendientes,Contrato de trabajo,Antigüedad del trabajo (meses),Número de hijos,Número de personas a cargo,Pago en fecha
Luis Gil,Norte,Granada,78,Hombre,España,0,Pensión y Alquiler,11167,9229,Inactivo,0,1,1,Sí
Cristina Silva,Oeste,Granada,76,Mujer,España,0,Pensión y Alquiler,14042,0,Inactivo,0,0,0,Sí
Manuel Martínez,Oeste,Granada,66,Hombre,España,1,Pensión,17062,2683,Inactivo,0,1,0,Sí
Bram van Dijk,Centro,Cuenca,38,Mujer,Países Bajos,0,Salario,32900,2241,Fijo,190,1,1,Sí
Manuel Ramos,Norte,Granada,46,Hombre,España,0,Salario,32610,894,Temporal,270,0,0,Sí
Cristian Romero,Oeste,Granada,33,Hombre,España,3,Salario,35095,0,Fijo,95,0,0,Sí
Álvaro Hernández,Centro,Granada,52,Hombre,España,1,Salario,24603,0,Fijo,19,0,0,Sí
Roberto Ortega,Este,Granada,58,Hombre,España,0,Salario,22323,0,Fijo,468,2,1,Sí
Roberto Navarro,Oeste,Granada,37,Hombre,España,1,Salario,34248,0,Fijo,16,0,0,Sí
Marta Navarro,Centro,Granada,22,Mujer,España,0,Salario y Alquiler,24676,4936,Fijo,45,1,1,Sí
Sophie Dubois,Centro,Lugo,42,Hombre,Francia,1,Salario,22748,2301,Fijo,186,3,1,Sí
Inés Cruz,Costa,Granada,61,Mujer,España,1,Salario y Alquiler,26872,7424,Fijo,266,0,1,Sí
Sophie Dubois,Centro,Cuenca,45,Mujer,Francia,2,Salario,25087,0,Fijo,164,0,0,Sí
Marco Rossi,Centro,Córdoba,32,Hombre,Italia,1,Salario,21775,0,Temporal,2,0,0,Sí
Silvia Hernández,Norte,Granada,37,Mujer,España,1,Salario,34759,709,Fijo,219,1,1,Sí
Carlos Gil,Centro,Granada,62,Hombre,España,1,Salario y Alquiler,27543,0,Fijo,105,1,1,Sí
Peter Wagner,Centro,Huesca,23,Mujer,Alemania,1,Salario y Alquiler,18145,0,Fijo,1,0,0,Sí
Silvia Sanz,Costa,Granada,65,Mujer,España,3,Pensión,17856,0,Inactivo,0,0,1,Sí
Antonio Morales,Este,Granada,76,Hombre,España,2,Pensión,13999,0,Inactivo,0,0,1,Sí
Luc Lefèvre,Centro,Murcia,31,Hombre,Francia,0,Salario,34221,0,Fijo,20,0,0,Sí
Raquel Pérez,Norte,Granada,30,Mujer,España,0,Salario,19017,0,Fijo,86,0,0,Sí
Mario Serrano,Norte,Granada,51,Hombre,España,1,Salario,38673,0,Fijo,193,3,0,Sí
Manuel Torres,Norte,Granada,50,Hombre,España,0,Salario y Alquiler,22407,3793,Temporal,332,1,1,Sí
Beatriz Ruiz,Norte,Granada,52,Mujer,España,1,Salario,32605,0,Fijo,2,2,1,Sí
Silvia Hernández,Centro,Granada,27,Mujer,España,0,Salario,27574,2781,Fijo,92,0,0,Sí
Carmen Morales,Centro,Granada,51,Mujer,España,2,Salario y Alquiler,38437,3728,Fijo,53,2,0,Sí
Patricia Ortiz,Norte,Granada,23,Mujer,España,0,Salario,36908,0,Temporal,1,0,0,Sí
Sara Muñoz,Este,Granada,62,Mujer,España,0,Salario,34421,1610,Fijo,439,0,0,Sí
Carlos Pérez,Costa,Granada,44,Hombre,España,0,Salario,21909,0,Fijo,145,0,0,Sí
Alicia García,Centro,Granada,46,Mujer,España,0,Salario y Alquiler,36951,1423,Fijo,192,1,0,Sí
Claudia Morales,Centro,Granada,55,Mujer,España,1,Salario y Alquiler,33152,1044,Fijo,357,1,0,Sí
Pablo Reyes,Oeste,Granada,42,Hombre,España,1,Salario y Alquiler,32599,0,Fijo,128,3,1,Sí
Patricia Ortiz,Oeste,Granada,29,Mujer,España,0,Salario,32321,1703,Fijo,92,0,0,Sí
Eduardo Jiménez,Norte,Granada,77,Hombre,España,5,Pensión,15428,0,Inactivo,0,0,2,No
Isabel Serrano,Costa,Granada,54,Mujer,España,1,Salario,27271,0,Fijo,371,0,0,Sí
Miguel Molina,Centro,Melilla,80,Hombre,España,2,Pensión,12621,0,Inactivo,0,2,0,Sí
Francisco Sánchez,Este,Granada,51,Hombre,España,0,Salario,26043,0,Fijo,121,0,0,Sí
Pilar Pérez,Costa,Granada,74,Mujer,España,1,Pensión,15510,10977,Inactivo,0,1,1,Sí
Cristina Iglesias,Este,Granada,76,Mujer,España,0,Pensión,17964,0,Inactivo,0,0,1,Sí
Luis López,Costa,Granada,67,Hombre,España,0,Pensión,10205,0,Inactivo,0,0,1,Sí
María Castro,Costa,Granada,74,Mujer,España,1,Pensión,16571,0,Inactivo,0,0,1,Sí
Manuel Romero,Norte,Granada,29,Hombre,España,0,Salario,17762,0,Fijo,109,0,0,Sí
Luis Castro,Norte,Granada,45,Hombre,España,0,Salario,33177,3253,Fijo,318,1,1,Sí
Isabel Martínez,Este,Granada,40,Mujer,España,1,Salario y Alquiler,26522,0,Fijo,191,2,1,Sí
Lucía Molina,Este,Granada,50,Mujer,España,2,Salario y Alquiler,34815,0,Fijo,62,1,1,Sí
Carla Vázquez,Oeste,Granada,56,Mujer,España,5,Salario,36940,7176,Fijo,44,0,0,Sí
Maria Sousa,Centro,Almería,61,Mujer,Portugal,0,Salario,39409,0,Fijo,374,3,0,Sí
Teresa Delgado,Centro,Granada,36,Mujer,España,2,Salario y Alquiler,25600,0,Fijo,3,0,0,Sí
Andrea Martínez,Oeste,Granada,75,Mujer,España,2,Pensión,18162,0,Inactivo,0,1,0,Sí
Ricardo Fernández,Norte,Granada,48,Hombre,España,0,Salario,20872,0,Temporal,129,1,0,Sí
Juan Ruiz,Este,Granada,58,Hombre,España,1,Salario,33314,0,Temporal,408,3,1,Sí
Marta Medina,Centro,Salamanca,40,Mujer,España,1,Salario y Alquiler,29639,2132,Temporal,104,2,0,Sí
Roberto Romero,Oeste,Granada,64,Hombre,España,0,Salario y Alquiler,21004,841,Temporal,355,0,2,No
Eva Janssen,Centro,Huesca,58,Hombre,Países Bajos,1,Salario y Alquiler,35460,2550,Fijo,393,0,0,Sí
Sara Amrani,Centro,Sevilla,21,Mujer,Marruecos,1,Salario,36109,0,Fijo,26,0,0,Sí
Manuel Delgado,Este,Granada,73,Hombre,España,1,Pensión,13918,919,Inactivo,0,0,0,Sí
Iván Reyes,Este,Granada,42,Hombre,España,0,Salario,30248,0,Fijo,202,2,2,No
Carlos Rubio,Oeste,Granada,58,Hombre,España,0,Salario y Alquiler,26817,7179,Fijo,266,2,1,Sí
Laura Rodríguez,Centro,Granada,57,Mujer,España,0,Salario,29397,0,Fijo,404,0,0,Sí
Ana Costa,Centro,Pontevedra,34,Mujer,Portugal,0,Salario,29773,0,Fijo,165,0,0,Sí
Alicia Ortega,Centro,Madrid,37,Mujer,España,1,Salario y Alquiler,17494,0,Fijo,123,0,0,Sí
Fernando Sanz,Costa,Granada,79,Hombre,España,1,Pensión y Alquiler,18400,4265,Inactivo,0,2,1,Sí
Fernando Rubio,Oeste,Granada,75,Hombre,España,2,Pensión y Alquiler,16203,10070,Inactivo,0,0,0,Sí
Antonio Morales,Centro,Granada,66,Hombre,España,1,Pensión,11070,0,Inactivo,0,0,0,Sí
Alejandro Molina,Oeste,Granada,66,Hombre,España,1,Pensión y Alquiler,12889,0,Inactivo,0,0,1,Sí
Alejandro Ramírez,Centro,Granada,39,Hombre,España,3,Salario,28359,3448,Temporal,243,0,0,Sí
Ana Muñoz,Este,Granada,41,Mujer,España,1,Salario,19514,4392,Temporal,90,2,0,Sí
Eva Serrano,Este,Granada,59,Mujer,España,2,Salario y Alquiler,37123,0,Fijo,322,3,1,Sí
Rachid El Fassi,Centro,Alicante,68,Hombre,Marruecos,1,Pensión,15092,0,Inactivo,0,4,0,Sí
Teresa Pérez,Costa,Granada,52,Mujer,España,0,Salario,36554,11035,Temporal,226,2,1,Sí
Carlos Rubio,Norte,Granada,49,Hombre,España,2,Salario,26311,0,Temporal,186,0,0,Sí
Sofía Pérez,Norte,Granada,41,Mujer,España,0,Salario,19189,0,Temporal,53,1,0,Sí
Irene Reyes,Este,Granada,20,Mujer,España,0,Salario y Alquiler,31018,0,Fijo,20,1,1,Sí
Sanne Visser,Centro,Valencia,40,Hombre,Países Bajos,1,Salario y Alquiler,24843,0,Temporal,11,2,0,Sí
Sofía González,Este,Granada,31,Mujer,España,4,Salario,34594,0,Fijo,15,2,0,Sí
Andrea Silva,Este,Granada,58,Mujer,España,1,Salario,20653,4176,Fijo,354,0,0,Sí
Pilar Cruz,Este,Granada,32,Mujer,España,0,Salario,33788,0,Fijo,33,0,0,Sí
Raquel Morales,Centro,Granada,51,Mujer,España,0,Salario,22929,540,Fijo,301,2,1,Sí
Alicia Martínez,Este,Granada,66,Mujer,España,0,Pensión y Alquiler,12254,0,Inactivo,0,0,0,Sí
Youssef Othmani,Centro,La Coruña,72,Hombre,Marruecos,0,Pensión y Alquiler,12075,0,Inactivo,0,0,1,Sí
Manuel Iglesias,Centro,La Rioja,78,Hombre,España,0,Pensión,10494,0,Inactivo,0,0,2,No
Ángel Ortega,Costa,Granada,69,Hombre,España,0,Pensión,10750,0,Inactivo,0,0,1,Sí
Ricardo López,Norte,Granada,73,Hombre,España,1,Pensión,16096,0,Inactivo,0,0,1,Sí
Arthur Jacobs,Centro,Málaga,31,Hombre,Bélgica,1,Salario y Alquiler,35895,0,Temporal,8,1,0,Sí
Eduardo Reyes,Centro,Pontevedra,49,Hombre,España,0,Salario,31053,0,Fijo,67,1,0,Sí
Sara González,Centro,Granada,46,Mujer,España,0,Salario,25747,6451,Fijo,127,1,1,Sí
Luc Lefèvre,Centro,Cantabria,64,Hombre,Francia,0,Salario y Alquiler,30926,0,Fijo,160,1,1,Sí
Manuel Díaz,Oeste,Granada,27,Hombre,España,2,Salario y Alquiler,32423,0,Fijo,21,1,1,Sí
Rosa Molina,Oeste,Granada,37,Mujer,España,1,Salario,34110,4038,Fijo,77,2,1,Sí
Paula Sanz,Costa,Granada,50,Mujer,España,1,Salario y Alquiler,25161,13948,Temporal,369,0,0,Sí
Carla Muñoz,Costa,Granada,53,Mujer,España,2,Salario y Alquiler,33574,3475,Temporal,236,0,0,Sí
Carlos Iglesias,Este,Granada,46,Hombre,España,1,Salario,30358,0,Temporal,210,1,0,Sí
Luc Lefèvre,Centro,Ceuta,24,Hombre,Francia,0,Salario y Alquiler,37109,0,Fijo,44,1,1,Sí
Pilar Castro,Costa,Granada,68,Mujer,España,0,Pensión y Alquiler,10360,10670,Inactivo,0,0,1,No
Marie Martin,Centro,Lleida,61,Mujer,Francia,1,Salario,24112,0,Fijo,511,2,1,Sí
Pedro Oliveira,Centro,Huelva,66,Mujer,Portugal,1,Pensión y Alquiler,15477,4644,Inactivo,0,0,2,No
Claudia Silva,Este,Granada,80,Mujer,España,1,Pensión,17837,0,Inactivo,0,1,0,Sí
Carlos Gil,Centro,Granada,55,Hombre,España,1,Salario,24327,3122,Fijo,99,1,1,Sí
Eduardo Gil,Costa,Granada,41,Hombre,España,0,Salario y Alquiler,19815,0,Fijo,224,0,0,Sí
Miguel Martínez,Oeste,Granada,80,Hombre,España,0,Pensión,15171,0,Inactivo,0,0,1,Sí
Adrián Alonso,Centro,Granada,40,Hombre,España,0,Salario,22165,0,Fijo,232,0,0,Sí
Raquel Moreno,Costa,Granada,36,Mujer,España,0,Salario,23066,0,Fijo,78,0,0,Sí
Susana Hernández,Oeste,Granada,49,Mujer,España,0,Salario,28870,0,Temporal,330,0,0,Sí
Pilar Iglesias,Norte,Granada,68,Mujer,España,1,Pensión,11161,0,Inactivo,0,2,0,Sí
Elena Silva,Este,Granada,60,Mujer,España,1,Salario,38321,4437,Fijo,391,0,0,Sí
Diego Marín,Oeste,Granada,39,Hombre,España,1,Salario,33319,0,Fijo,240,1,0,Sí
Marta Martínez,Centro,Granada,67,Mujer,España,1,Pensión y Alquiler,10614,0,Inactivo,0,0,0,Sí
Álvaro Molina,Centro,Granada,42,Hombre,España,2,Salario y Alquiler,25902,0,Fijo,269,1,0,Sí
Ángel Muñoz,Oeste,Granada,22,Hombre,España,0,Salario y Alquiler,34739,0,Fijo,8,0,0,Sí
Claudia Alonso,Oeste,Granada,72,Mujer,España,0,Pensión,10471,0,Inactivo,0,0,0,Sí
Teresa González,Centro,Granada,69,Mujer,España,0,Pensión y Alquiler,15410,513,Inactivo,0,0,1,Sí
Tiago Fernandes,Centro,León,27,Mujer,Portugal,0,Salario,29120,0,Fijo,48,1,1,Sí
Sara Torres,Costa,Granada,80,Mujer,España,1,Pensión,16172,6352,Inactivo,0,0,1,Sí
Sofía Castro,Oeste,Granada,30,Mujer,España,1,Salario,24825,5129,Temporal,52,0,0,Sí
Cristina López,Este,Granada,34,Mujer,España,0,Salario y Alquiler,24299,12089,Temporal,15,2,0,Sí
Claudia Ortiz,Este,Granada,56,Mujer,España,2,Salario,37230,0,Fijo,65,0,0,Sí
Roberto Ramos,Oeste,Granada,38,Hombre,España,2,Salario,33109,0,Temporal,195,0,0,Sí
Lucía Ortega,Centro,Granada,30,Mujer,España,0,Salario,27432,0,Temporal,10,0,0,Sí
Rosa Medina,Costa,Granada,63,Mujer,España,0,Salario y Alquiler,30988,0,Fijo,192,3,0,Sí
Sophie Dubois,Centro,Zamora,77,Hombre,Francia,0,Pensión y Alquiler,14460,0,Inactivo,0,1,1,Sí
Marta Delgado,Oeste,Granada,70,Mujer,España,0,Pensión y Alquiler,17120,4727,Inactivo,0,2,0,Sí
Laura Torres,Norte,Granada,35,Mujer,España,1,Salario,32056,0,Fijo,3,2,1,Sí
Ricardo García,Norte,Granada,64,Hombre,España,2,Salario,27531,1680,Fijo,244,2,0,Sí
Patricia Alonso,Oeste,Granada,47,Mujer,España,0,Salario y Alquiler,19939,0,Fijo,287,2,1,Sí
Julia Torres,Costa,Granada,39,Mujer,España,2,Salario y Alquiler,34030,0,Temporal,228,0,0,Sí
Juan Rodríguez,Costa,Granada,58,Hombre,España,1,Salario y Alquiler,30747,4465,Fijo,167,1,1,Sí
Beatriz Álvarez,Norte,Granada,80,Mujer,España,0,Pensión,10845,0,Inactivo,0,0,1,Sí
Emma Peeters,Centro,Valencia,68,Mujer,Bélgica,0,Pensión y Alquiler,14105,0,Inactivo,0,0,2,No
Santiago Domínguez,Norte,Granada,78,Hombre,España,0,Pensión y Alquiler,10561,0,Inactivo,0,0,2,No
Miguel Torres,Norte,Granada,40,Hombre,España,1,Salario,29727,0,Temporal,100,0,0,Sí
Álvaro Muñoz,Oeste,Granada,77,Hombre,España,1,Pensión,13604,4892,Inactivo,0,0,2,No
Simon Baumann,Centro,Ávila,37,Hombre,Suiza,0,Salario y Alquiler,27224,3581,Temporal,184,0,0,Sí
Giulia Bianchi,Centro,Burgos,50,Mujer,Italia,1,Salario y Alquiler,32141,7179,Fijo,101,3,0,Sí
Emily Brown,Centro,Girona,50,Mujer,Reino Unido,1,Salario y Alquiler,28607,4948,Temporal,170,1,1,Sí
Juan Gutiérrez,Oeste,Granada,27,Hombre,España,0,Salario y Alquiler,30745,3332,Fijo,76,0,0,Sí
Iván Navarro,Norte,Granada,29,Hombre,España,2,Salario,24083,2749,Fijo,20,0,0,Sí
Roberto Alonso,Este,Granada,33,Hombre,España,0,Salario,28686,0,Temporal,77,0,0,Sí
Santiago Ortiz,Este,Granada,74,Hombre,España,3,Pensión,12025,0,Inactivo,0,0,2,No
Álvaro Hernández,Norte,Granada,24,Hombre,España,1,Salario,34601,4694,Temporal,16,0,0,Sí
Claudia Rodríguez,Oeste,Granada,43,Mujer,España,1,Salario,35007,5103,Fijo,293,1,0,Sí
Diego Pérez,Oeste,Granada,53,Hombre,España,1,Salario,29808,0,Temporal,212,1,0,Sí
Roberto Díaz,Este,Granada,42,Hombre,España,1,Salario,33893,0,Fijo,76,1,1,Sí
Luis Rubio,Costa,Granada,23,Hombre,España,1,Salario,34484,3262,Fijo,8,0,0,Sí
Claudia Jiménez,Norte,Granada,45,Mujer,España,2,Salario,35489,0,Fijo,272,0,0,Sí
Cristina Díaz,Costa,Granada,27,Mujer,España,1,Salario,28114,2688,Fijo,55,0,0,Sí
Paula Sanz,Este,Granada,37,Mujer,España,1,Salario,38254,0,Fijo,51,0,0,Sí
Sophia Williams,Centro,Zamora,52,Hombre,Reino Unido,1,Salario y Alquiler,38527,0,Fijo,219,0,0,Sí
Álvaro Vázquez,Norte,Granada,44,Hombre,España,1,Salario,21004,3780,Fijo,303,1,1,Sí
Susana Gómez,Oeste,Granada,73,Mujer,España,2,Pensión y Alquiler,15515,0,Inactivo,0,0,0,Sí
Santiago Martínez,Costa,Granada,67,Hombre,España,0,Pensión,12411,13032,Inactivo,0,0,1,No
Sara García,Centro,Granada,52,Mujer,España,0,Salario,28269,0,Fijo,17,0,0,Sí
Nina Meier,Centro,Guadalajara,78,Mujer,Suiza,0,Pensión,16483,1427,Inactivo,0,2,0,Sí
Juan Molina,Centro,Granada,52,Hombre,España,3,Salario y Alquiler,39118,4508,Temporal,23,0,0,Sí
Silvia Vázquez,Centro,Granada,28,Mujer,España,0,Salario y Alquiler,23470,2371,Fijo,11,0,0,Sí
Inés Jiménez,Oeste,Granada,76,Mujer,España,1,Pensión y Alquiler,17680,0,Inactivo,0,0,1,Sí
José Delgado,Norte,Granada,41,Hombre,España,0,Salario,37848,0,Fijo,86,0,0,Sí
Javier Pérez,Costa,Granada,20,Hombre,España,0,Salario,35654,0,Fijo,6,1,0,Sí
Carmen Rubio,Oeste,Granada,22,Mujer,España,1,Salario y Alquiler,35632,0,Fijo,46,1,1,Sí
Raúl Rodríguez,Este,Granada,33,Hombre,España,2,Salario,24998,517,Fijo,30,0,0,Sí
Fatima El Idrissi,Centro,Sevilla,39,Hombre,Marruecos,0,Salario,20408,3259,Temporal,61,0,0,Sí
Pilar García,Centro,Granada,53,Mujer,España,0,Salario,33423,0,Temporal,394,1,1,Sí
Antonio Cruz,Norte,Granada,56,Hombre,España,0,Salario,34630,10300,Fijo,378,3,1,Sí
Sophia Williams,Centro,Guipúzcoa,55,Mujer,Reino Unido,0,Salario,36144,895,Temporal,256,3,0,Sí
Raúl Molina,Este,Granada,65,Hombre,España,2,Pensión y Alquiler,18522,0,Inactivo,0,2,1,Sí
Juan Ramírez,Costa,Granada,21,Hombre,España,0,Salario,29242,4810,Temporal,18,1,0,Sí
Miguel Castro,Centro,Granada,58,Hombre,España,0,Salario y Alquiler,21518,1240,Fijo,120,1,1,Sí
Sophia Williams,Centro,Las Palmas,39,Mujer,Reino Unido,0,Salario,30912,0,Fijo,10,0,0,Sí
Raquel Romero,Este,Granada,32,Mujer,España,2,Salario,23230,4233,Fijo,16,0,0,Sí
Irene Sanz,Centro,Granada,75,Mujer,España,0,Pensión,16821,10967,Inactivo,0,2,1,Sí
Marta Serrano,Costa,Granada,44,Mujer,España,0,Salario y Alquiler,23148,0,Fijo,10,0,0,Sí
Ángel Blanco,Costa,Granada,72,Hombre,España,4,Pensión y Alquiler,12827,0,Inactivo,0,0,1,Sí
Emily Brown,Centro,Madrid,35,Mujer,Reino Unido,2,Salario,24842,6791,Fijo,97,1,0,Sí
Giulia Bianchi,Centro,Valencia,56,Hombre,Italia,2,Salario,35392,0,Fijo,181,2,1,Sí
Giulia Bianchi,Centro,Lleida,42,Mujer,Italia,0,Salario,19307,3560,Fijo,176,3,3,No
Pablo Rodríguez,Costa,Granada,55,Hombre,España,1,Salario y Alquiler,29526,4785,Fijo,160,1,1,Sí
Francisco Ortiz,Centro,Granada,44,Hombre,España,0,Salario,23567,0,Temporal,270,1,0,Sí
Rosa Marín,Norte,Granada,37,Mujer,España,0,Salario y Alquiler,24861,2563,Fijo,48,0,0,Sí
Elena Delgado,Este,Granada,26,Mujer,España,0,Salario,36307,0,Fijo,91,1,0,Sí
Rachid El Fassi,Centro,Ceuta,37,Hombre,Marruecos,0,Salario,37080,0,Fijo,201,0,0,Sí
Teresa Gutiérrez,Este,Granada,20,Mujer,España,2,Salario y Alquiler,17974,2400,Fijo,16,0,0,Sí
Miguel Silva,Costa,Granada,35,Hombre,España,3,Salario y Alquiler,35935,618,Temporal,32,0,0,Sí
Ricardo Gómez,Norte,Granada,22,Hombre,España,1,Salario y Alquiler,23857,0,Fijo,38,2,1,Sí
Beatriz González,Oeste,Granada,41,Mujer,España,0,Salario,22536,0,Fijo,151,1,1,Sí
Ana Alonso,Centro,Granada,62,Mujer,España,0,Salario,20791,0,Temporal,320,0,1,Sí
João Silva,Centro,Ourense,79,Mujer,Portugal,0,Pensión,12664,0,Inactivo,0,0,1,Sí
Cristian Vázquez,Oeste,Granada,38,Hombre,España,0,Salario y Alquiler,24257,0,Fijo,173,1,0,Sí
Lina De Smet,Centro,Salamanca,77,Mujer,Bélgica,0,Pensión,10558,0,Inactivo,0,0,2,No
Marcos Torres,Oeste,Granada,51,Hombre,España,2,Salario,36297,13522,Temporal,362,1,0,Sí
Pilar Molina,Costa,Granada,77,Mujer,España,1,Pensión,11956,1121,Inactivo,0,0,2,No
Silvia Ruiz,Centro,Granada,60,Mujer,España,0,Salario,36729,1279,Temporal,288,2,1,Sí
Ana Costa,Centro,Castellón,32,Mujer,Portugal,1,Salario,28520,1228,Fijo,4,0,0,Sí
Sophia Williams,Centro,Murcia,76,Mujer,Reino Unido,1,Pensión,18457,0,Inactivo,0,2,0,Sí
Antonio Iglesias,Centro,Granada,48,Hombre,España,1,Salario y Alquiler,27394,0,Fijo,142,1,1,Sí
Pablo Álvarez,Costa,Granada,44,Hombre,España,1,Salario,34886,0,Temporal,53,0,0,Sí
Cristina Marín,Este,Granada,47,Mujer,España,1,Salario,30847,6726,Temporal,73,0,0,Sí
Mohamed Ben Ali,Centro,Castellón,44,Mujer,Marruecos,0,Salario y Alquiler,25388,0,Fijo,69,0,0,Sí
Susana Morales,Norte,Granada,67,Mujer,España,1,Pensión y Alquiler,12122,10118,Inactivo,0,2,1,Sí
Paula Ramírez,Oeste,Granada,52,Mujer,España,0,Salario,22396,0,Fijo,290,0,0,Sí
Pilar Morales,Costa,Granada,33,Mujer,España,0,Salario y Alquiler,30326,0,Temporal,97,0,0,Sí
Laura Gómez,Norte,Granada,56,Mujer,España,2,Salario,21047,11214,Fijo,41,0,0,Sí
Lucía Castro,Centro,Granada,72,Mujer,España,0,Pensión,17166,0,Inactivo,0,2,1,Sí
Paula Jiménez,Este,Granada,23,Mujer,España,0,Salario y Alquiler,31153,0,Temporal,8,0,0,Sí
Claudia Pérez,Costa,Granada,61,Mujer,España,0,Salario,20851,2347,Fijo,416,0,0,Sí
Patricia Navarro,Centro,Granada,39,Mujer,España,1,Salario,21208,0,Fijo,8,0,0,Sí
Fernando Sanz,Norte,Granada,39,Hombre,España,1,Salario,28933,0,Fijo,180,0,0,Sí
Claudia Álvarez,Este,Granada,23,Mujer,España,1,Salario,28640,0,Temporal,4,0,0,Sí
Sophia Williams,Centro,Castellón,26,Mujer,Reino Unido,0,Salario,31477,1340,Fijo,48,0,0,Sí
Héctor Navarro,Centro,Granada,72,Hombre,España,0,Pensión y Alquiler,16910,2727,Inactivo,0,0,0,Sí
Raquel Navarro,Este,Granada,33,Mujer,España,2,Salario,36515,0,Temporal,157,1,1,Sí
Beatriz Serrano,Este,Granada,42,Mujer,España,0,Salario y Alquiler,36807,0,Fijo,211,1,0,Sí
Marie Martin,Centro,Lleida,43,Mujer,Francia,1,Salario y Alquiler,33072,0,Fijo,87,0,0,Sí
Pilar Moreno,Este,Granada,29,Mujer,España,1,Salario y Alquiler,27267,2961,Temporal,36,0,0,Sí
Carlos Muñoz,Costa,Granada,31,Hombre,España,3,Salario,22699,0,Fijo,154,2,0,Sí
Raúl Medina,Centro,Granada,52,Hombre,España,1,Salario,28804,2862,Fijo,401,0,0,Sí
Ana Delgado,Costa,Granada,80,Mujer,España,2,Pensión,16670,0,Inactivo,0,0,1,Sí
Eduardo Ramírez,Oeste,Granada,30,Hombre,España,1,Salario,37155,0,Fijo,83,0,0,Sí
Raquel Hernández,Oeste,Granada,51,Mujer,España,1,Salario,24889,0,Fijo,55,0,0,Sí
Iván Blanco,Costa,Granada,55,Hombre,España,1,Salario y Alquiler,37674,527,Temporal,14,2,1,Sí
Francesca Conti,Centro,Girona,60,Mujer,Italia,1,Salario,26602,0,Temporal,480,0,0,Sí
Rubén Molina,Oeste,Granada,77,Hombre,España,2,Pensión,13990,0,Inactivo,0,1,0,Sí
Marta Díaz,Este,Granada,71,Mujer,España,0,Pensión,11841,2951,Inactivo,0,3,1,Sí
Fabian Keller,Centro,Córdoba,47,Hombre,Suiza,0,Salario y Alquiler,35952,0,Temporal,318,1,0,Sí
Julia Navarro,Este,Granada,72,Mujer,España,0,Pensión,13391,0,Inactivo,0,0,1,Sí
Silvia Moreno,Norte,Granada,66,Mujer,España,0,Pensión y Alquiler,15042,0,Inactivo,0,0,0,Sí
Roberto Iglesias,Centro,Granada,52,Hombre,España,0,Salario y Alquiler,36839,3036,Fijo,218,2,1,Sí
Fernando Ortiz,Este,Granada,65,Hombre,España,2,Pensión,11991,0,Inactivo,0,0,2,No
Silvia Sanz,Centro,Granada,62,Mujer,España,0,Salario y Alquiler,24815,2931,Temporal,136,0,1,Sí
Carlos Gómez,Centro,Granada,37,Hombre,España,0,Salario,36008,0,Fijo,34,2,0,Sí
Marco Rossi,Centro,Ourense,35,Hombre,Italia,0,Salario,22133,0,Temporal,37,0,0,Sí
Luca Romano,Centro,La Coruña,57,Hombre,Italia,0,Salario,32702,4152,Temporal,344,1,1,Sí
Marie Martin,Centro,Valladolid,59,Mujer,Francia,0,Salario y Alquiler,31840,0,Fijo,398,2,0,Sí
João Silva,Centro,Soria,79,Mujer,Portugal,2,Pensión,18378,3956,Inactivo,0,2,1,Sí
Juan Hernández,Este,Granada,71,Hombre,España,1,Pensión,11639,0,Inactivo,0,1,1,Sí
Sara Fernández,Oeste,Granada,32,Mujer,España,2,Salario,35855,1916,Temporal,139,0,0,Sí
Eva García,Este,Granada,59,Mujer,España,0,Salario y Alquiler,21484,13746,Fijo,272,1,1,Sí
Raúl González,Centro,Granada,26,Hombre,España,1,Salario y Alquiler,29554,3911,Temporal,56,0,0,Sí
Rubén Domínguez,Costa,Granada,49,Hombre,España,0,Salario,26613,0,Fijo,59,0,0,Sí
Alejandro Reyes,Oeste,Granada,53,Hombre,España,1,Salario,22469,2244,Temporal,377,0,0,Sí
Julia Gil,Norte,Granada,45,Mujer,España,1,Salario,31183,0,Fijo,287,2,2,No
Andrea Martínez,Costa,Granada,28,Mujer,España,1,Salario,19151,0,Temporal,40,2,2,No
Luis Gutiérrez,Centro,Asturias,67,Hombre,España,0,Pensión,10334,0,Inactivo,0,0,2,No
Noah Maes,Centro,Teruel,51,Hombre,Bélgica,1,Salario,19034,2113,Fijo,258,1,0,Sí
Anna Schmidt,Centro,Sevilla,44,Mujer,Alemania,1,Salario y Alquiler,27474,0,Fijo,121,1,0,Sí
Sophia Williams,Centro,Lleida,32,Mujer,Reino Unido,0,Salario,20498,0,Temporal,28,0,0,Sí
Fernando Gómez,Costa,Granada,24,Hombre,España,1,Salario,32369,0,Fijo,44,0,0,Sí
Cristian Serrano,Norte,Granada,71,Hombre,España,0,Pensión,17739,0,Inactivo,0,4,1,Sí
Peter Wagner,Centro,Álava,78,Hombre,Alemania,1,Pensión,13858,2587,Inactivo,0,0,1,Sí
David Johnson,Centro,Cuenca,80,Mujer,Reino Unido,0,Pensión,11263,0,Inactivo,0,1,1,Sí
Pablo Gil,Costa,Granada,32,Hombre,España,0,Salario,19251,1206,Fijo,128,1,1,Sí
Emily Brown,Centro,Valencia,44,Hombre,Reino Unido,1,Salario,19089,0,Fijo,242,0,0,Sí
